50751,40.136.10.148,443,TCP,19,12,7,11581,11046,535,255767.75117863333,11345.757840822333,277.8574157290965,148.44916801075948,920.5,76.42857142857143,1
50767,34.235.27.138,443,TCP,14,7,7,4677,3547,1130,21869.353450658262,5667.246421174974,43.159141289711826,35.1068362373671,506.7142857142857,161.42857142857142,1
50743,54.173.208.39,443,TCP,5,2,3,345,151,194,4174.041928914607,2246.9878688968233,55.28532356178287,34.747235086033356,75.5,64.66666666666667,1
50742,54.173.208.39,443,TCP,5,2,3,345,151,194,3542.5657456091285,2398.539632007452,46.921400604094416,37.090819051661626,75.5,64.66666666666667,1
50744,13.33.140.204,443,TCP,3,1,2,254,100,154,0,2217.6084595049265,0,28.800109863700346,100.0,77.0,1
50759,52.41.121.103,443,TCP,2,1,1,111,56,55,0,0,0,0,56.0,55.0,1
50762,52.34.175.200,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50763,34.217.185.204,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
52389,10.31.208.1,53,UDP,2,1,1,256,170,86,0,0,0,0,170.0,86.0,1
58461,10.31.208.1,53,UDP,2,1,1,236,142,94,0,0,0,0,142.0,94.0,1
54011,10.31.208.1,53,UDP,2,1,1,269,175,94,0,0,0,0,175.0,94.0,1
50757,52.206.90.181,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50747,184.24.97.10,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50755,64.233.185.94,80,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50756,64.233.185.94,80,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50733,23.79.70.10,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50738,52.84.64.95,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50699,52.84.64.250,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50702,52.84.64.250,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50700,52.84.64.250,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50703,52.84.64.250,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50701,52.84.64.250,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
50765,40.136.10.140,443,TCP,2,1,1,121,66,55,0,0,0,0,66.0,55.0,1
,239.255.255.250,,other,1,0,1,46,0,46,0,0,0,0,0,46.0,1
,224.0.0.252,,other,1,0,1,46,0,46,0,0,0,0,0,46.0,1
50772,40.136.10.140,443,TCP,964,679,285,979682,963083,16599,657090.1285159403,10461.278503315783,463.26661073066754,179.6171078646303,1418.3843888070692,58.242105263157896,1
50766,40.136.10.140,443,TCP,493,353,140,508163,497100,11063,187698.27874779262,4173.380511788273,133.28805551794568,52.81327593332353,1408.215297450425,79.02142857142857,1
50749,64.233.177.136,443,TCP,24,14,10,5199,1570,3629,1375.91722420256,3173.020655415717,12.269325566137478,8.743512415033665,112.14285714285714,362.9,1
50773,64.4.54.254,443,TCP,17,8,9,6176,4451,1725,15649.600901311731,6055.284122816782,28.127793127498055,31.592786727739732,556.375,191.66666666666666,1
,239.255.255.250,,other,1,0,1,46,0,46,0,0,0,0,0,46.0,1
50772,40.136.10.140,443,TCP,863,587,276,848106,831777,16329,308548.7004211946,6061.721971541531,217.7483714351818,102.45791316954269,1416.9965928449744,59.16304347826087,1
50766,40.136.10.140,443,TCP,612,390,222,565451,550105,15346,217508.85374163865,5900.132391242593,154.20411186816892,85.35314680410893,1410.525641025641,69.12612612612612,1
50775,34.235.27.138,443,TCP,13,6,7,5176,602,4574,306.1162743584972,2382.924212196212,3.050992767692663,3.646801374152489,100.33333333333333,653.4285714285714,1
50749,64.233.177.136,443,TCP,8,5,3,1296,435,861,2972.958126529641,5527.970132118535,34.17193248884645,19.26121997253845,87.0,287.0,1
62480,10.31.208.1,53,UDP,4,2,2,538,350,188,20159.66162677323,19872.206451612903,115.19806643870419,211.40645161290323,175.0,94.0,1
